date,SPY,QQQ,SCHD,IEF,GLD,SGOV,TQQQ,TQQQ_cal,QLD,QLD_cal
1993-02-22,0.0002266912539676813,0.0,0.0002266912539676813,0.0004894520547945205,0.0,0.0002459885535565,0.0,0.0,0.0,0.0
1993-02-23,0.00023824673445305145,0.0,0.00023824673445305145,0.0001615068493150682,0.0,8.25600904522754e-05,0.0,0.0,0.0,0.0
1993-02-24,7.396982353835568e-05,0.0,7.396982353835568e-05,0.00015684931506849286,0.0,8.227813030504978e-05,0.0,0.0,0.0,0.0
1993-02-25,2.0892511875647557e-05,0.0,2.0892511875647557e-05,0.00015958904109589014,0.0,8.284206496161217e-05,0.0,0.0,0.0,0.0
1993-02-26,6.18658217232948e-05,0.0,6.18658217232948e-05,0.0001604109589041096,0.0,8.25600904522754e-05,0.0,0.0,0.0,0.0
1993-03-01,0.00020882735303384692,0.0,0.00020882735303384692,0.0004808219178082183,0.0,0.0002476802713568,0.0,0.0,0.0,0.0
1993-03-02,0.00024691176115920754,0.0,0.00024691176115920754,0.00015780821917808218,0.0,8.25600904522754e-05,0.0,0.0,0.0,0.0
1993-03-03,0.0002268086551062698,0.0,0.0002268086551062698,0.00015794520547945205,0.0,8.312405383415996e-05,0.0,0.0,0.0,0.0
1993-03-04,0.00010503293686958681,0.0,0.00010503293686958681,0.00015602739726027398,0.0,8.227813030504978e-05,0.0,0.0,0.0,0.0
1993-03-05,0.00021549242683438496,0.0,0.00021549242683438496,0.0001546575342465751,0.0,8.143233602507786e-05,0.0,0.0,0.0,0.0
1993-03-08,0.0001060631065408213,0.0,0.0001060631065408213,0.00047095890410958895,0.0,0.0002519103199261,0.0,0.0,0.0,0.0
1993-03-09,0.00023869166729117985,0.0,0.00023869166729117985,0.00015602739726027398,0.0,8.397010664203603e-05,0.0,0.0,0.0,0.0
1993-03-10,6.443177256176824e-07,0.0,6.443177256176824e-07,0.00015767123287671231,0.0,8.368807467327362e-05,0.0,0.0,0.0,0.0
1993-03-11,3.660814182226968e-05,0.0,3.660814182226968e-05,0.00015917808219178083,0.0,8.340605707101498e-05,0.0,0.0,0.0,0.0
1993-03-12,2.8183486285970893e-05,0.0,2.8183486285970893e-05,0.00015904109589041097,0.0,8.284206496161217e-05,0.0,0.0,0.0,0.0
1993-03-15,4.3685174462293475e-05,0.0,4.3685174462293475e-05,0.0004894520547945205,0.0,0.0002493721615024,0.0,0.0,0.0,0.0
1993-03-16,7.708384222759879e-05,0.0,7.708384222759879e-05,0.00016493150684931507,0.0,8.368807467327362e-05,0.0,0.0,0.0,0.0
1993-03-17,4.9738918027841805e-05,0.0,4.9738918027841805e-05,0.00016191780821917808,0.0,8.340605707101498e-05,0.0,0.0,0.0,0.0
1993-03-18,6.217783280249023e-06,0.0,6.217783280249023e-06,0.0001608219178082189,0.0,8.340605707101498e-05,0.0,0.0,0.0,0.0
1993-03-19,-3.6123531896858907e-06,0.0,-3.6123531896858907e-06,0.00015835616438356138,0.0,8.25600904522754e-05,0.0,0.0,0.0,0.0
1993-03-22,1.733791501301596e-05,0.0,1.733791501301596e-05,0.00047671232876712324,0.0,0.0002485261948848,0.0,0.0,0.0,0.0
1993-03-23,5.606625815834931e-06,0.0,5.606625815834931e-06,0.00015904109589041097,0.0,8.227813030504978e-05,0.0,0.0,0.0,0.0
1993-03-24,4.535820006479341e-06,0.0,4.535820006479341e-06,0.00015767123287671231,0.0,8.171425309254811e-05,0.0,0.0,0.0,0.0
1993-03-25,0.0004510684228331563,0.0,0.0004510684228331563,0.00015876712328767123,0.0,8.171425309254811e-05,0.0,0.0,0.0,0.0
1993-03-26,1.1868491919031499e-05,0.0,1.1868491919031499e-05,0.0001595890410958904,0.0,8.143233602507786e-05,0.0,0.0,0.0,0.0
1993-03-29,0.0001775308413027865,0.0,0.0001775308413027865,0.00048780821917808215,0.0,0.0002459885535565,0.0,0.0,0.0,0.0
1993-03-30,7.223258690647327e-05,0.0,7.223258690647327e-05,0.00016178082191780794,0.0,8.227813030504978e-05,0.0,0.0,0.0,0.0
1993-03-31,3.2956474069756325e-05,0.0,3.2956474069756325e-05,0.00016068493150684933,0.0,8.143233602507786e-05,0.0,0.0,0.0,0.0
1993-04-01,7.65815495973321e-06,0.0,7.65815495973321e-06,0.00016095890410958903,0.0,8.086854496221152e-05,0.0,0.0,0.0,0.0
1993-04-02,0.00046037168444368337,0.0,0.00046037168444368337,0.00016164383561643835,0.0,8.115043331533046e-05,0.0,0.0,0.0,0.0
1993-04-05,0.0001252914990894638,0.0,0.0001252914990894638,0.0004927397260273972,0.0,0.0002442970080752,0.0,0.0,0.0,0.0
1993-04-06,-2.602828856224093e-06,0.0,-2.602828856224093e-06,0.0001632876712328767,0.0,8.115043331533046e-05,0.0,0.0,0.0,0.0
1993-04-07,-7.0684901636308695e-06,0.0,-7.0684901636308695e-06,0.0001617808219178082,0.0,8.143233602507786e-05,0.0,0.0,0.0,0.0
1993-04-08,7.978521717488807e-05,0.0,7.978521717488807e-05,0.0001615068493150682,0.0,8.171425309254811e-05,0.0,0.0,0.0,0.0
1993-04-12,1.192616909273525e-05,0.0,1.192616909273525e-05,0.0006350684931506849,0.0,0.0003246017332613,0.0,0.0,0.0,0.0
1993-04-13,1.0160648032275788e-05,0.0,1.0160648032275788e-05,0.0001573972602739726,0.0,8.086854496221152e-05,0.0,0.0,0.0,0.0
1993-04-14,-2.9720476961703213e-06,0.0,-2.9720476961703213e-06,0.00015726027397260274,0.0,7.974113509407367e-05,0.0,0.0,0.0,0.0
1993-04-15,7.528701803338755e-05,0.0,7.528701803338755e-05,0.0001563013698630137,0.0,7.889572838382894e-05,0.0,0.0,0.0,0.0
1993-04-16,1.0175873556006465e-05,0.0,1.0175873556006465e-05,0.00015575342465753425,0.0,7.945931850764159e-05,0.0,0.0,0.0,0.0
1993-04-19,8.694579032320071e-05,0.0,8.694579032320071e-05,0.0004684931506849306,0.0,0.0002383779555229,0.0,0.0,0.0,0.0
1993-04-20,3.232931439411946e-05,0.0,3.232931439411946e-05,0.0001556164383561641,0.0,7.861395484425642e-05,0.0,0.0,0.0,0.0
1993-04-21,-9.642494605111018e-06,0.0,-9.642494605111018e-06,0.0001556164383561641,0.0,7.805045080429751e-05,0.0,0.0,0.0,0.0
1993-04-22,0.00044962213009480667,0.0,0.00044962213009480667,0.00015534246575342467,0.0,7.833219565144366e-05,0.0,0.0,0.0,0.0
1993-04-23,-0.00045307886826639887,0.0,-0.00045307886826639887,0.0001549315068493148,0.0,7.889572838382894e-05,0.0,0.0,0.0,0.0
1993-04-26,0.00024212389586641958,0.0,0.00024212389586641958,0.0004676712328767115,0.0,0.0002383779555229,0.0,0.0,0.0,0.0
