SCHD,SPY,QQQ,key,grid,구간,구간명,최종자산_세전,최종자산_세후,최종자산_원화,CAGR_세전,CAGR_세후,CAGR_원화,MDD,MDD고점,MDD저점,최장회복_거래일,회복완료,연변동성,Sharpe,Sortino,Calmar,최악의연도,최악연도,최악롤링3년,최악롤링5년,총매매횟수,연평균매매,총세금,연평균세금,세금비중,Sharpe_세후,최악롤링10년,최악롤링3년_세후,roll10_min,roll10_p10,roll10_med,roll10_n,boot_cagr_med,boot_cagr_p10,boot_mdd_med,boot_mdd_p10,stable_main,stable_alt,relax_main,relax_alt
0.0,0.1,0.9,S000_P010_Q090,10%p,ROLL10,"롤링10년(세후, 월별시작)",,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.072572259838518,0.03668753636421407,0.12597161501419785,201.0,,,,,False,False,False,False
0.0,0.1,0.9,S000_P010_Q090,10%p,BOOT_A,"부트스트랩 A (블록252, 1000회)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053842653904150994,-0.028147908907675576,-0.6740156318140673,-0.8588919504994075,False,False,False,False
0.0,0.1,0.9,S000_P010_Q090,10%p,BOOT_C,"부트스트랩 C (블록252, 1000회)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09004305067418628,0.017114130762917148,-0.6539642866248134,-0.8329298709897648,False,False,False,False
0.0,0.2,0.8,S000_P020_Q080,10%p,A,A 2000–2019,26937.66242228367,23623.936304083087,31125391.42245189,0.05095113038303456,0.04406244087330502,0.05221830021503049,-0.7806587739532918,2000-03-24,2002-10-09,3587.0,True,0.24947922668661554,0.25669625701300985,0.36551602313158177,0.0652668388328177,-0.408261780389659,2008.0,-0.354867966097816,-0.17318520027337247,19.0,0.9518886679920477,3313.7261182005827,166.0157021444427,0.12301461300737683,0.23058751857391818,-0.06557992861328321,-0.354867966097816,,,,,,,,,False,False,False,False
0.0,0.2,0.8,S000_P020_Q080,10%p,B,B 2020–2026,32002.303826878328,27683.1136805686,42892687.81916502,0.1903156681208089,0.1647685578026814,0.2166519394965245,-0.3296117893950312,2021-12-27,2022-10-14,492.0,True,0.23697137736194465,0.7304603203825845,1.0384426532935611,0.5773933889625547,-0.2978784146706409,2022.0,0.053861562442555355,0.12457755612369192,6.0,0.8978622327790974,4319.19014630973,646.339618093855,0.1349649753241233,0.6297670216410922,,0.053861562442555355,,,,,,,,,False,False,False,False
0.0,0.2,0.8,S000_P020_Q080,10%p,C,C 2000–2026,87698.2742704135,71654.6632475629,117541997.00463521,0.08493766120087032,0.07674245656023393,0.09198170089941438,-0.7806587739532918,2000-03-24,2002-10-09,3587.0,True,0.2464051903997203,0.3732983594400291,0.5313870419798737,0.1088025447670845,-0.408261780389659,2008.0,-0.354867966097816,-0.17318520027337247,26.0,0.9757259865971706,16043.61102285059,602.0833920712358,0.18294101173964802,0.3418988863010193,-0.06557992861328321,-0.354867966097816,,,,,,,,,False,False,False,False
0.0,0.2,0.8,S000_P020_Q080,10%p,S1,2000–2012,8239.158407844501,8239.158407844501,8760202.785556588,-0.014748549869274652,-0.014748549869274652,-0.019230317202924008,-0.7806587739532918,2000-03-24,2002-10-09,3211.0,False,0.28839914184577925,0.01775502154509643,0.0253174677724963,-0.018892441052814048,-0.408261780389659,2008.0,-0.354867966097816,-0.17318520027337247,12.0,0.9253365973072215,0.0,0.0,0.0,0.01775502154509643,-0.06557992861328321,-0.354867966097816,,,,,,,,,False,False,False,False
0.0,0.2,0.8,S000_P020_Q080,10%p,S2,2013–2021,57422.7307051655,47604.71052471876,68252083.48885266,0.21468974312953315,0.18962248926576852,0.2298304684493062,-0.2905198352287305,2020-02-19,2020-03-23,158.0,True,0.18659607829690875,1.1011838163305485,1.5457666503528318,0.7389848027433473,-0.011683829654442812,2018.0,0.07888756915021222,0.08857438498253245,8.0,0.8896734333627537,9818.020180446742,1091.853965345357,0.17097793956990545,0.9533848021244529,,0.07888756915021222,,,,,,,,,False,False,False,False
0.0,0.2,0.8,S000_P020_Q080,10%p,S3,2022–2026,17757.756252754247,16452.879566444386,23800720.705566518,0.13082943535548575,0.11253178258777252,0.15965689861829868,-0.327333413066357,2022-01-03,2022-10-14,487.0,True,0.21921291606081952,0.4835044884967832,0.6940318367168449,0.3996824953796086,-0.30403953085450064,2022.0,0.0538615624425558,,4.0,0.8549618320610687,1304.876686309862,278.90494058531397,0.07348206990438187,0.4068178566262957,,0.0538615624425558,,,,,,,,,False,False,False,False
0.0,0.2,0.8,S000_P020_Q080,10%p,OOS2,2013–2026,103078.54355081645,83939.21363113835,138156171.9211593,0.1861045747989445,0.16842191167934528,0.2063567271901523,-0.32961178939503133,2021-12-27,2022-10-14,492.0,True,0.1983218015792262,0.8678032070125492,1.229456118540205,0.5646174705720337,-0.29787841467064136,2022.0,0.05386156244255491,0.08857438498253245,13.0,0.9506674405107371,19139.329919678094,1399.6259836793035,0.18567714735164684,0.7744571441816743,0.14684396890854878,0.05386156244255491,,,,,,,,,False,False,False,False
