최종자산_명목,누적납입,누적세금,환전비용,XIRR_명목,평가액MDD,단위가치MDD,원금하회_최장거래일,원금대비_최대평가손실,목표25억_최초도달,리밸런싱매도_원화,리밸런싱실현이익_원화,TQQQ연말최대매수_원화,그때_TQQQ고점대비,TQQQ연말최대매수_일자,S1_청산일,S2_동결,key,시나리오,구간,창
3330359558.2327147,906000000.0,664050393.9089658,906000.0,0.14699705205632319,-0.28955891640263987,-0.2905762436729641,100,34751370.34417549,2018-08-29,1057192543.0908191,824635297.1823419,61488963.1323352,-0.48118249787727396,2019-01-02,해당 없음,해당 없음,P3,기본,롤링14년 2007-01-03,14
3334167307.4887366,906000000.0,653725127.7263322,906000.0,0.14715988518863068,-0.2895338898210812,-0.2905696133931568,121,39125187.61590433,2019-04-08,1381554580.4505005,1127625241.277056,60361521.94480116,-0.48118249787727374,2019-01-02,해당 없음,해당 없음,P3,기본,롤링14년 2007-02-01,14
3377291660.5417333,906000000.0,665877523.0175657,906000.0,0.14861261311818919,-0.2895304414291139,-0.29056868661311896,117,35624210.70460603,2019-04-08,1377668223.4322364,1126178652.3999388,60210395.21960699,-0.48118249787727363,2019-01-02,해당 없음,해당 없음,P3,기본,롤링14년 2007-03-01,14
3524370769.142952,910500000.0,706453231.8917177,910500.0,0.15293522059814305,-0.28951515623712676,-0.2905646471368487,121,36287870.24330017,2019-04-23,1360115206.4886477,1111823883.3885672,59544382.08717168,-0.4811824978772741,2019-01-02,해당 없음,해당 없음,P3,기본,롤링14년 2007-04-02,14
3545893853.301171,906000000.0,714604510.7268544,906000.0,0.1537685690799479,-0.2894847408545479,-0.2905569480845458,178,42225138.001095,2019-04-24,1325705218.791185,1080464483.6128845,58241406.221254066,-0.4811824978772741,2019-01-02,해당 없음,해당 없음,P3,기본,롤링14년 2007-05-01,14
3501289331.8144507,906000000.0,702613886.9800869,906000.0,0.15251760127108488,-0.2894610203289564,-0.2905512536929621,195,45551135.17048007,2019-05-03,1299353042.5225768,1057671065.8548803,57245947.81960641,-0.48118249787727374,2019-01-02,해당 없음,해당 없음,P3,기본,롤링14년 2007-06-01,14
3686534098.173744,910500000.0,753714734.823333,910500.0,0.1577842008103947,-0.2894531325663965,-0.2905494193789785,181,43580003.16633698,2019-07-02,1290709457.7839897,1050599633.8383235,56919332.45515206,-0.48118249787727363,2019-01-02,해당 없음,해당 없음,P3,기본,롤링14년 2007-07-02,14
3821405136.3086014,906000000.0,793054584.6113263,906000.0,0.16182835435285878,-0.2894481553839089,-0.2905482769134533,178,40618395.35464352,2019-07-02,1285329274.4696045,1046777850.2969618,56714396.21695243,-0.48118249787727385,2019-01-02,해당 없음,해당 없음,P3,기본,롤링14년 2007-08-01,14
3935806559.44341,910500000.0,824762436.8079331,910500.0,0.16471689361056813,-0.2894193224165187,-0.29054188528368474,196,45380898.59365836,2019-07-10,1254454670.3666244,1019639047.9187983,55541020.90391277,-0.48118249787727396,2019-01-02,해당 없음,해당 없음,P3,기본,롤링14년 2007-09-04,14
3704041705.4411206,906000000.0,761135668.5279129,906000.0,0.15843283389838192,-0.2893983124612216,-0.29053746464313723,210,47520693.324517906,2019-07-24,1232405122.0783625,1000001678.3265555,54703521.88496608,-0.48118249787727385,2019-01-02,해당 없음,해당 없음,P3,기본,롤링14년 2007-10-01,14
