date,close,adjclose,volume
2003-11-07,50.54999923706055,22.328594207763672,184200
2003-11-10,50.18000030517578,22.165151596069336,76000
2003-11-11,50.06999969482422,22.11656951904297,83600
2003-11-12,50.63999938964844,22.36835289001465,132600
2003-11-13,50.7599983215332,22.42133903503418,103300
2003-11-14,50.61000061035156,22.3551025390625,183700
2003-11-17,50.290000915527344,22.2137451171875,135900
2003-11-18,49.93000030517578,22.054725646972656,204100
2003-11-19,50.13999938964844,22.147491455078125,146300
2003-11-20,49.83000183105469,22.010562896728516,163100
2003-11-21,49.95000076293945,22.063556671142578,118000
2003-11-24,50.630001068115234,22.363929748535156,148800
2003-11-25,51.08000183105469,22.562702178955078,198600
2003-11-26,51.290000915527344,22.65545654296875,258300
2003-11-28,51.310001373291016,22.664291381835938,95700
2003-12-01,51.88999938964844,22.920488357543945,238700
2003-12-02,51.849998474121094,22.902822494506836,443700
2003-12-03,51.900001525878906,22.924901962280273,434200
2003-12-04,52.08000183105469,23.00440788269043,383700
2003-12-05,51.720001220703125,22.84539222717285,252600
2003-12-08,52.209999084472656,23.06183624267578,203400
2003-12-09,51.959999084472656,22.951406478881836,242800
2003-12-10,51.79999923706055,22.88072967529297,212300
2003-12-11,52.130001068115234,23.02650260925293,322000
2003-12-12,52.36000061035156,23.256574630737305,342400
2003-12-15,51.97999954223633,23.08779525756836,484300
2003-12-16,52.08000183105469,23.132204055786133,388400
2003-12-17,52.08000183105469,23.132204055786133,368700
2003-12-18,52.65999984741211,23.38983726501465,403100
2003-12-19,52.61000061035156,23.367618560791016,363800
2003-12-22,52.88999938964844,23.491994857788086,374700
2003-12-23,53.06999969482422,23.571935653686523,436800
2003-12-24,53.119998931884766,23.594148635864258,119500
2003-12-26,53.2400016784668,23.647438049316406,140500
2003-12-29,53.849998474121094,23.91838836669922,399400
2003-12-30,53.959999084472656,23.96724510192871,421800
2003-12-31,53.84000015258789,23.9139404296875,424700
2004-01-02,53.790000915527344,23.891738891601562,510800
2004-01-05,54.040000915527344,24.00278091430664,632000
2004-01-06,53.95000076293945,23.96279525756836,533900
2004-01-07,53.939998626708984,23.958354949951172,482300
2004-01-08,54.15999984741211,24.056079864501953,625500
2004-01-09,53.79999923706055,23.896177291870117,573600
2004-01-12,53.970001220703125,23.97169303894043,374000
2004-01-13,53.689998626708984,23.847318649291992,399700
2004-01-14,54.0,23.985013961791992,397300
2004-01-15,54.2599983215332,24.10048484802246,477700
2004-01-16,54.40999984741211,24.1671142578125,558900
2004-01-20,54.52000045776367,24.21597671508789,578200
2004-01-21,55.119998931884766,24.48246955871582,493800
2004-01-22,54.970001220703125,24.415851593017578,555700
2004-01-23,54.880001068115234,24.375883102416992,602600
2004-01-26,55.220001220703125,24.526897430419922,719000
2004-01-27,55.09000015258789,24.469161987304688,772300
2004-01-28,54.7400016784668,24.313692092895508,785900
2004-01-29,54.720001220703125,24.30481719970703,591500
2004-01-30,54.72999954223633,24.30925178527832,481500
2004-02-02,54.7400016784668,24.313692092895508,572600
2004-02-03,54.900001525878906,24.384754180908203,380700
2004-02-04,54.47999954223633,24.198198318481445,365500
2004-02-05,54.470001220703125,24.19377326965332,496900
2004-02-06,55.04999923706055,24.45137596130371,538100
2004-02-09,54.959999084472656,24.411401748657227,465400
2004-02-10,55.43000030517578,24.620161056518555,509200
2004-02-11,55.939998626708984,24.846681594848633,512800
2004-02-12,55.79999923706055,24.78451156616211,524800
2004-02-13,55.59000015258789,24.69123077392578,399300
2004-02-17,56.04999923706055,24.89555549621582,516800
2004-02-18,55.939998626708984,24.846681594848633,499600
2004-02-19,55.95000076293945,24.85114288330078,388100
2004-02-20,55.7599983215332,24.76673698425293,320600
2004-02-23,55.83000183105469,24.797828674316406,359800
2004-02-24,55.83000183105469,24.797828674316406,427500
2004-02-25,56.09000015258789,24.91331672668457,409500
2004-02-26,56.18000030517578,24.95329475402832,362800
2004-02-27,56.58000183105469,25.130970001220703,376900
2004-03-01,56.90999984741211,25.27753257751465,468200
2004-03-02,56.790000915527344,25.224227905273438,498900
2004-03-03,56.84000015258789,25.246448516845703,356400
2004-03-04,57.0,25.317506790161133,504800
2004-03-05,57.34000015258789,25.468521118164062,374300
2004-03-08,57.130001068115234,25.375246047973633,461900
2004-03-09,56.70000076293945,25.184263229370117,448600
2004-03-10,55.90999984741211,24.83336067199707,480400
2004-03-11,55.099998474121094,24.473590850830078,631800
2004-03-12,55.61000061035156,24.700117111206055,691800
2004-03-15,54.810001373291016,24.344785690307617,580700
2004-03-16,55.150001525878906,24.495805740356445,406800
2004-03-17,55.77000045776367,24.771190643310547,419900
2004-03-18,55.61000061035156,24.700117111206055,295900
2004-03-19,55.11000061035156,24.47803497314453,319600
2004-03-22,54.279998779296875,24.109363555908203,650100
2004-03-23,54.290000915527344,24.113819122314453,430500
2004-03-24,53.95000076293945,23.96279525756836,373400
2004-03-25,54.52000045776367,24.21597671508789,441700
2004-03-26,54.060001373291016,24.217315673828125,324100
2004-03-29,54.599998474121094,24.4592227935791,357700
2004-03-30,55.0099983215332,24.64288902282715,442900
2004-03-31,55.290000915527344,24.76832389831543,659400
2004-04-01,55.720001220703125,24.960941314697266,482200
2004-04-02,55.59000015258789,24.9027156829834,774700
2004-04-05,55.720001220703125,24.960941314697266,386800
2004-04-06,55.7400016784668,24.969907760620117,347900
2004-04-07,55.43000030517578,24.83103370666504,489400
2004-04-08,55.20000076293945,24.72800636291504,415800
2004-04-12,55.15999984741211,24.710086822509766,348100
2004-04-13,54.25,24.302431106567383,484900
2004-04-14,53.779998779296875,24.09187889099121,358400
2004-04-15,53.83000183105469,24.114295959472656,347200
2004-04-16,54.45000076293945,24.39202117919922,242600
2004-04-19,54.380001068115234,24.36067008972168,327800
2004-04-20,53.79999923706055,24.100847244262695,309200
2004-04-21,54.0,24.190448760986328,357500
2004-04-22,54.9900016784668,24.633928298950195,284900
2004-04-23,54.81999969482422,24.557769775390625,281600
2004-04-26,54.849998474121094,24.571231842041016,271400
2004-04-27,54.900001525878906,24.593612670898438,322800
2004-04-28,54.150001525878906,24.257644653320312,338700
2004-04-29,53.66999816894531,24.0426025390625,419900
2004-04-30,53.75,24.078445434570312,242800
2004-05-03,54.16999816894531,24.266605377197266,224500
2004-05-04,54.349998474121094,24.34722328186035,247400
2004-05-05,54.599998474121094,24.4592227935791,266600
2004-05-06,54.33000183105469,24.338272094726562,381900
2004-05-07,53.099998474121094,23.787263870239258,454300
2004-05-10,52.349998474121094,23.451292037963867,674400
2004-05-11,52.54999923706055,23.54088592529297,380400
2004-05-12,52.84000015258789,23.67078399658203,357700
2004-05-13,52.88999938964844,23.69320297241211,304200
2004-05-14,53.040000915527344,23.760387420654297,284900
2004-05-17,52.540000915527344,23.53641700744629,286200
2004-05-18,52.900001525878906,23.697673797607422,301600
2004-05-19,52.810001373291016,23.65735626220703,420100
2004-05-20,53.08000183105469,23.77831268310547,192400
2004-05-21,53.25,23.854463577270508,237400
2004-05-24,53.349998474121094,23.899253845214844,276800
2004-05-25,54.060001373291016,24.217315673828125,285100
2004-05-26,54.439998626708984,24.387544631958008,355800
2004-05-27,54.65999984741211,24.486101150512695,347800
2004-05-28,54.810001373291016,24.553300857543945,272000
2004-06-01,54.75,24.52642059326172,309500
